seller_id,seller_name,region_id,shop_url,extracted_link
8647291160203986256,FEPO Shop,PH,https://echotik.live/shops/8647291160203986256,https://www.tiktok.com/@fepobeauty
8648282507556849011,topBeauty shop.,VN,https://echotik.live/shops/8648282507556849011,https://www.tiktok.com/@bakso4262
8646922811248052641,bolage-MY,MY,https://echotik.live/shops/8646922811248052641,https://www.tiktok.com/@bolage_my
7495902657429998234,Lyanshoe68,TH,https://echotik.live/shops/7495902657429998234,https://www.tiktok.com/@youzi545
7495774263509879021,Livia Cute Shop,MY,https://echotik.live/shops/7495774263509879021,https://www.tiktok.com/@liviaayakjk
8649067293230597457,lady choice2,PH,https://echotik.live/shops/8649067293230597457,https://www.tiktok.com/@lulu.diy.world.ph
7496000122485574602,BEARKING Sports,MY,https://echotik.live/shops/7496000122485574602,https://www.tiktok.com/@bearking008
8647014318209271617,Monjanailstyle,VN,https://echotik.live/shops/8647014318209271617,https://www.tiktok.com/@monja.vn
7495900990648453261,YiYi Eyelashes,MY,https://echotik.live/shops/7495900990648453261,https://www.tiktok.com/@yiyi.eyelash
8647291227667597145,Spedal Store,MY,https://echotik.live/shops/8647291227667597145,https://www.tiktok.com/@speadle
8647414328349525783,ABC natural crystal,MY,https://echotik.live/shops/8647414328349525783,https://www.tiktok.com/@diy.crystal.whole
7495651429344250649,Shabili.th,TH,https://echotik.live/shops/7495651429344250649,https://www.tiktok.com/@shabili.th
8646969730691597339,RBP Case-VN,VN,https://echotik.live/shops/8646969730691597339,https://www.tiktok.com/@rbp.ipad.casevn
8646954248776025956,Atikota Fashions Shop,PH,https://echotik.live/shops/8646954248776025956,https://www.tiktok.com/@xynamdnsqd4
8647527259251246134,Umail xyin,PH,https://echotik.live/shops/8647527259251246134,https://www.tiktok.com/@umail.xyin
8647392007199098793,Funfull Time Party,PH,https://echotik.live/shops/8647392007199098793,https://www.tiktok.com/@funfulltimeparty
8647828233615279264,skyko.sg,SG,https://echotik.live/shops/8647828233615279264,https://www.tiktok.com/@skykosgbeauty
8647274692331144662,Meyarn.OrthoTH,TH,https://echotik.live/shops/8647274692331144662,https://www.tiktok.com/@meyarn.th
8649373050894321071,jieyoushumakeji,VN,https://echotik.live/shops/8649373050894321071,https://www.tiktok.com/@jieyomgjxxi
7495668554820520173,Perfect search Shop,MY,https://echotik.live/shops/7495668554820520173,https://www.tiktok.com/@howardg03
8649263456330417477,Chuang Jie Trenby toys,TH,https://echotik.live/shops/8649263456330417477,https://www.tiktok.com/@chuang.jie2
7496033138194614443,Baishunwang Technology,TH,https://echotik.live/shops/7496033138194614443,https://www.tiktok.com/@xax61672ka8
7495502082176354476,XIXITIAO Inc,TH,https://echotik.live/shops/7495502082176354476,https://www.tiktok.com/@xixitiaotk
7495802893403130153,MY Tianbit,MY,https://echotik.live/shops/7495802893403130153,https://www.tiktok.com/@tianbite03
8648210092766364866,MDD Eyelash,TH,https://echotik.live/shops/8648210092766364866,https://www.tiktok.com/@mddeyelash
8648955290025625185,ไม่เป็นไร คอสเมติกส์,TH,https://echotik.live/shops/8648955290025625185,https://www.tiktok.com/@cici.butey.lidy
7495889823608179281,aurora-backpack,PH,https://echotik.live/shops/7495889823608179281,https://www.tiktok.com/@aurora.backpack
7495954564598565725,Laura's Lucky Secrets,PH,https://echotik.live/shops/7495954564598565725,https://www.tiktok.com/@laurasluckysecrets
7494880158733667117,Yam Cosel-my,MY,https://echotik.live/shops/7494880158733667117,https://www.tiktok.com/@yamcosel.my
8646955551974130857,iCaseLab,VN,https://echotik.live/shops/8646955551974130857,https://www.tiktok.com/@icaselabvn4
7495071781629168177,Cool Man,MY,https://echotik.live/shops/7495071781629168177,https://www.tiktok.com/@gubawragqhi
8647117655345235338,oriental products,SG,https://echotik.live/shops/8647117655345235338,https://www.tiktok.com/@oriental.products
8646922055248938763,Meier,SG,https://echotik.live/shops/8646922055248938763,https://www.tiktok.com/@supercosmeticsfactory
8646925196934612073,RelaGala,TH,https://echotik.live/shops/8646925196934612073,https://www.tiktok.com/@relagalath
7495538216497875146,Yunteng No. 4 MY,MY,https://echotik.live/shops/7495538216497875146,https://www.tiktok.com/@4zeus719
8646928375199205183,AORONS,VN,https://echotik.live/shops/8646928375199205183,https://www.tiktok.com/@aoronsvn
8646922055226394295,Enjoy Sports,PH,https://echotik.live/shops/8646922055226394295,https://www.tiktok.com/@enjoy.sports6
8646921910664268435,SANDA VN Official,VN,https://echotik.live/shops/8646921910664268435,https://www.tiktok.com/@sanda_vn
7495981742751713516,MS888.SHOP,PH,https://echotik.live/shops/7495981742751713516,https://www.tiktok.com/@md888938
8646921037661635877,yongbuyanqi,TH,https://echotik.live/shops/8646921037661635877,https://www.tiktok.com/@yongbgxnm8a
8646922055750944726,PippiKidsVN,VN,https://echotik.live/shops/8646922055750944726,https://www.tiktok.com/@pippikid
8646979380710049782,CHILLAB SINGAPORE,SG,https://echotik.live/shops/8646979380710049782,https://www.tiktok.com/@chillab.sg
8647476120339121877,Ritimsso,VN,https://echotik.live/shops/8647476120339121877,https://www.tiktok.com/@tusmpjto4120
8647484517712889493,VNOOK,VN,https://echotik.live/shops/8647484517712889493,https://www.tiktok.com/@bghb885694354
7495891068243970445,Mousse FeiGe,MY,https://echotik.live/shops/7495891068243970445,https://www.tiktok.com/@xavierdell2
8646952559729345893,Tide store,PH,https://echotik.live/shops/8646952559729345893,https://www.tiktok.com/@tide.watch
8647345350335628409,Derf mall,VN,https://echotik.live/shops/8647345350335628409,https://www.tiktok.com/@derfmall
8648464201982052165,Crown Store AAA,PH,https://echotik.live/shops/8648464201982052165,https://www.tiktok.com/@jianfeizhu0
7495971577017633422,LMKM-JEWELRY,TH,https://echotik.live/shops/7495971577017633422,https://www.tiktok.com/@lmkmjewlry98
8647069597626566468,WaterLion Mall,PH,https://echotik.live/shops/8647069597626566468,https://www.tiktok.com/@sinulog00
8647454693818795638,Digi Domain,VN,https://echotik.live/shops/8647454693818795638,https://www.tiktok.com/@digidomianshop
8646922485192690436,AxeTech,VN,https://echotik.live/shops/8646922485192690436,https://www.tiktok.com/@axetech_vietnam
8647201514881188992,GHHM,VN,https://echotik.live/shops/8647201514881188992,https://www.tiktok.com/@shopmedau1995
